reviewId,content,score,at
956b9ca9-c982-47e8-9211-1719f432c29c,"2 commandes passées avec des promos qui ne fonctionnent pas, je ne recommande pas car très déçu du rapport qualité prix",1,2025-09-30 13:02:49
a4c0c5ea-6ff0-418b-8eb9-329a37647461,bien,5,2025-09-30 12:38:05
532f2b2a-4383-4031-84c6-4657cd7b09ce,"le service client a été juste, merci",5,2025-09-30 05:28:40
3a1873cf-69d9-4e3e-ab41-24724611ca12,super,5,2025-09-29 21:23:57
bebfefcc-6685-477e-89a9-2d9dc9ea7627,"Arnaque sur Uber One : impossible de se désabonner la veille du renouvellement. Vol organisé, c'est inadmissible!!!",1,2025-09-29 19:48:17
3f969a8f-b5f4-4b43-b60d-bcf9085207d7,À chaque fois qu'on passe commande sur ubereats soit il me manque à l'article ou à menu entier ou sinon ça arrive froid je trouve ça pas normal surtout quand ils ont oublier un menu pour mon enfant et du coup tu es obligé de refaire une deuxième commande dans la même soirée bref il est préférable d'aller manger sur place 1 / 10,1,2025-09-29 19:23:20
982652a6-012a-4beb-af79-6aefd4e9e08d,trop bien,4,2025-09-29 17:27:03
5131184f-295e-47b3-9bea-74280b017983,commander et 1h apres on dit commande anuler super meme pas un geste comercial,1,2025-09-29 17:19:32
e8efaaed-554c-436a-8e54-20b821f46778,"ils prélèvent pour un abonnement qu'on n'a pas accepté, et lorsquon le résilie, ils reprennent 2 mois plus tard comme si ln avait souscrit de nouveau.",1,2025-09-29 17:17:48
f5356262-e4f1-4222-a957-02ebe87d5b0a,"En un seul mot, horrible ! Vous paierez le prix d'un restau pour manger froid ou tiède (avec de la chance) des plats censés être chaud. À chaque fois, je me suis senti lésé. Bref à fuir.",1,2025-09-29 17:00:54
55cbf2e1-5170-4281-be30-5af5f4527a17,complice de génocide,1,2025-09-29 14:37:40
d4df009b-7956-47c1-bff2-38b40db067dd,dysfonctionnement de la carte dej très souvent.,1,2025-09-29 11:50:00
73795d61-9cdf-4ad3-9798-f8bbeddb5411,excellent je recommande,5,2025-09-29 11:43:16
